ano,mes,data,regiao,uf,bioma,focos_queimada,temperatura_media,chuva_mm,area_atingida_km2,indice_seca,qualidade_ar,nivel_risco
2016,1,2016-01-01,Sul,RS,Cerrado,35,28.4,69.2,12.97,0.55,72.0,Alto
2016,2,2016-02-01,Norte,AM,Cerrado,10,26.9,21.1,5.18,0.23,92.0,Médio
2016,2,2016-02-01,Norte,PA,Mata Atlântica,24,32.1,30.5,4.12,0.66,80.8,Médio
2016,2,2016-02-01,Norte,RO,Pantanal,61,33.6,1.1,13.67,0.96,51.2,Alto
2016,2,2016-02-01,Norte,TO,Cerrado,23,31.3,46.9,8.28,0.48,81.6,Médio
2016,2,2016-02-01,Nordeste,BA,Cerrado,10,30.2,78.6,4.19,0.32,92.0,Médio
2016,2,2016-02-01,Nordeste,PE,Pantanal,9,23.6,55.6,6.18,0.09,92.8,Baixo
2016,2,2016-02-01,Nordeste,CE,Mata Atlântica,15,28.2,42.5,1.75,0.42,88.0,Médio
2016,2,2016-02-01,Nordeste,MA,Amazônia,40,30.1,0.0,5.21,0.61,68.0,Alto
2016,2,2016-02-01,Nordeste,PB,Caatinga,15,26.9,110.3,3.14,0.24,88.0,Médio
2016,2,2016-02-01,Centro-Oeste,DF,Pampa,0,25.2,121.4,0.0,0.0,100.0,Baixo
2016,2,2016-02-01,Centro-Oeste,GO,Amazônia,31,28.5,71.3,20.95,0.41,75.2,Alto
2016,2,2016-02-01,Centro-Oeste,MT,Mata Atlântica,5,30.1,105.7,1.98,0.15,96.0,Baixo
2016,2,2016-02-01,Centro-Oeste,MS,Caatinga,8,26.9,21.5,4.2,0.23,93.6,Baixo
2016,2,2016-02-01,Sudeste,SP,Cerrado,27,25.8,104.6,12.57,0.37,78.4,Médio
2016,2,2016-02-01,Sudeste,RJ,Mata Atlântica,28,28.7,27.1,10.93,0.66,77.6,Médio
2016,2,2016-02-01,Sudeste,MG,Mata Atlântica,16,29.8,92.7,5.67,0.32,87.2,Médio
2016,2,2016-02-01,Sudeste,ES,Pampa,15,26.9,0.0,4.47,0.37,88.0,Médio
2016,2,2016-02-01,Sul,PR,Cerrado,19,27.4,79.4,6.29,0.31,84.8,Médio
2016,2,2016-02-01,Sul,SC,Pantanal,19,25.8,58.7,5.57,0.34,84.8,Médio
2016,2,2016-02-01,Sul,RS,Mata Atlântica,14,29.5,67.3,2.62,0.22,88.8,Médio
2016,3,2016-03-01,Norte,AM,Cerrado,5,32.4,106.2,2.94,0.14,96.0,Baixo
2016,3,2016-03-01,Norte,PA,Pantanal,27,26.9,86.2,18.81,0.34,78.4,Médio
2016,3,2016-03-01,Norte,RO,Mata Atlântica,10,28.0,99.0,4.32,0.19,92.0,Médio
2016,3,2016-03-01,Norte,TO,Mata Atlântica,21,31.6,99.4,10.21,0.57,83.2,Médio
2016,3,2016-03-01,Nordeste,BA,Caatinga,5,31.1,56.1,1.79,0.1,96.0,Baixo
2016,3,2016-03-01,Nordeste,PE,Caatinga,15,25.9,52.6,10.49,0.27,88.0,Médio
2016,3,2016-03-01,Nordeste,CE,Pantanal,33,29.1,111.2,18.14,0.53,73.6,Alto
2016,3,2016-03-01,Nordeste,MA,Caatinga,0,24.6,76.4,0.0,0.02,100.0,Baixo
2016,3,2016-03-01,Nordeste,PB,Pampa,15,28.7,50.3,3.83,0.45,88.0,Médio
2016,3,2016-03-01,Centro-Oeste,DF,Mata Atlântica,3,29.1,84.6,1.28,0.13,97.6,Baixo
2016,3,2016-03-01,Centro-Oeste,GO,Amazônia,24,25.0,21.1,9.47,0.41,80.8,Médio
2016,3,2016-03-01,Centro-Oeste,MT,Caatinga,2,25.0,46.9,0.32,0.1,98.4,Baixo
2016,3,2016-03-01,Centro-Oeste,MS,Amazônia,34,30.6,58.4,5.04,0.56,72.8,Alto
2016,3,2016-03-01,Sudeste,SP,Amazônia,13,30.9,7.1,5.56,0.23,89.6,Médio
2016,3,2016-03-01,Sudeste,RJ,Mata Atlântica,8,32.3,45.7,3.13,0.29,93.6,Baixo
2016,3,2016-03-01,Sudeste,MG,Cerrado,42,30.7,64.7,6.22,0.58,66.4,Alto
2016,3,2016-03-01,Sudeste,ES,Amazônia,33,29.0,51.9,19.73,0.47,73.6,Alto
2016,3,2016-03-01,Sul,PR,Caatinga,11,26.5,57.6,1.79,0.38,91.2,Médio
2016,3,2016-03-01,Sul,SC,Pantanal,21,31.7,0.0,2.67,0.39,83.2,Médio
2016,3,2016-03-01,Sul,RS,Pantanal,22,28.1,26.1,10.78,0.4,82.4,Médio
2016,4,2016-04-01,Norte,AM,Pampa,11,26.6,11.2,3.25,0.4,91.2,Médio
2016,4,2016-04-01,Norte,PA,Cerrado,36,29.2,18.4,5.72,0.44,71.2,Alto
2016,4,2016-04-01,Norte,RO,Cerrado,25,29.1,63.0,10.59,0.4,80.0,Médio
2016,4,2016-04-01,Norte,TO,Caatinga,24,33.6,25.4,8.6,0.83,80.8,Médio
2016,4,2016-04-01,Nordeste,BA,Cerrado,18,32.1,46.7,2.87,0.29,85.6,Médio
2016,4,2016-04-01,Nordeste,PE,Pampa,3,26.7,102.2,1.64,0.08,97.6,Baixo
2016,4,2016-04-01,Nordeste,CE,Pampa,14,27.8,89.3,8.3,0.36,88.8,Médio
2016,4,2016-04-01,Nordeste,MA,Caatinga,26,29.7,58.3,11.7,0.53,79.2,Médio
2016,4,2016-04-01,Nordeste,PB,Cerrado,30,31.8,61.2,20.58,0.42,76.0,Alto
2016,4,2016-04-01,Centro-Oeste,DF,Pantanal,10,28.8,120.9,4.12,0.18,92.0,Médio
2016,4,2016-04-01,Centro-Oeste,GO,Amazônia,30,29.3,45.6,18.57,0.45,76.0,Alto
2016,4,2016-04-01,Centro-Oeste,MT,Pantanal,19,30.4,95.2,4.13,0.3,84.8,Médio
2016,4,2016-04-01,Centro-Oeste,MS,Cerrado,13,26.3,89.8,2.18,0.24,89.6,Médio
2016,4,2016-04-01,Sudeste,SP,Caatinga,15,30.0,82.6,4.84,0.33,88.0,Médio
2016,4,2016-04-01,Sudeste,RJ,Mata Atlântica,6,29.8,109.1,2.9,0.13,95.2,Baixo
2016,4,2016-04-01,Sudeste,MG,Mata Atlântica,10,27.5,79.8,5.57,0.34,92.0,Médio
2016,4,2016-04-01,Sudeste,ES,Caatinga,24,28.3,40.7,12.05,0.52,80.8,Médio
2016,4,2016-04-01,Sul,PR,Pantanal,27,24.9,68.3,14.32,0.49,78.4,Médio
2016,4,2016-04-01,Sul,SC,Pantanal,30,29.6,29.4,12.94,0.42,76.0,Alto
2016,4,2016-04-01,Sul,RS,Cerrado,20,26.3,78.4,14.0,0.28,84.0,Médio
2016,5,2016-05-01,Norte,AM,Caatinga,21,31.8,94.0,7.76,0.66,83.2,Médio
2016,5,2016-05-01,Norte,PA,Pantanal,15,26.7,128.9,5.26,0.33,88.0,Médio
2016,5,2016-05-01,Norte,RO,Mata Atlântica,11,28.8,102.4,5.82,0.34,91.2,Médio
2016,5,2016-05-01,Norte,TO,Mata Atlântica,14,28.5,16.2,8.07,0.31,88.8,Médio
2016,5,2016-05-01,Nordeste,BA,Mata Atlântica,9,31.1,15.8,1.48,0.37,92.8,Baixo
2016,5,2016-05-01,Nordeste,PE,Pantanal,0,27.0,55.8,0.0,0.0,100.0,Baixo
2016,5,2016-05-01,Nordeste,CE,Pantanal,6,29.4,8.5,2.0,0.14,95.2,Baixo
2016,5,2016-05-01,Nordeste,MA,Pantanal,39,29.3,72.1,23.45,0.59,68.8,Alto
2016,5,2016-05-01,Nordeste,PB,Cerrado,29,29.7,65.8,15.38,0.41,76.8,Médio
2016,5,2016-05-01,Centro-Oeste,DF,Mata Atlântica,23,26.3,67.9,8.83,0.45,81.6,Médio
2016,5,2016-05-01,Centro-Oeste,GO,Pampa,17,30.1,56.9,2.94,0.42,86.4,Médio
2016,5,2016-05-01,Centro-Oeste,MT,Cerrado,47,29.8,110.3,30.66,0.68,62.4,Alto
2016,5,2016-05-01,Centro-Oeste,MS,Caatinga,11,26.6,20.4,4.99,0.27,91.2,Médio
2016,5,2016-05-01,Sudeste,SP,Amazônia,25,31.4,0.0,2.89,0.47,80.0,Médio
2016,5,2016-05-01,Sudeste,RJ,Pampa,13,32.9,126.6,2.69,0.34,89.6,Médio
2016,5,2016-05-01,Sudeste,MG,Pantanal,36,26.8,57.9,11.54,0.42,71.2,Alto
2016,5,2016-05-01,Sudeste,ES,Amazônia,22,28.5,61.0,3.07,0.21,82.4,Médio
2016,5,2016-05-01,Sul,PR,Mata Atlântica,8,25.7,49.5,2.08,0.2,93.6,Baixo
2016,5,2016-05-01,Sul,SC,Caatinga,2,29.9,120.4,1.22,0.18,98.4,Baixo
2016,5,2016-05-01,Sul,RS,Mata Atlântica,10,25.7,16.1,6.78,0.27,92.0,Médio
2016,6,2016-06-01,Norte,AM,Mata Atlântica,22,30.4,41.1,14.96,0.51,82.4,Médio
2016,6,2016-06-01,Norte,PA,Pampa,28,30.8,9.9,5.68,0.62,77.6,Médio
2016,6,2016-06-01,Norte,RO,Caatinga,4,27.3,82.9,1.27,0.16,96.8,Baixo
2016,6,2016-06-01,Norte,TO,Cerrado,25,28.0,22.5,5.24,0.43,80.0,Médio
2016,6,2016-06-01,Nordeste,BA,Pampa,7,28.8,102.8,2.02,0.19,94.4,Baixo
2016,6,2016-06-01,Nordeste,PE,Pantanal,10,25.4,58.1,2.86,0.15,92.0,Médio
2016,6,2016-06-01,Nordeste,CE,Cerrado,27,31.4,45.3,4.66,0.48,78.4,Médio
2016,6,2016-06-01,Nordeste,MA,Pampa,10,30.9,101.6,5.3,0.34,92.0,Médio
2016,6,2016-06-01,Nordeste,PB,Pampa,17,32.6,54.5,9.11,0.42,86.4,Médio
2016,6,2016-06-01,Centro-Oeste,DF,Caatinga,17,29.9,27.1,1.99,0.48,86.4,Médio
2016,6,2016-06-01,Centro-Oeste,GO,Pantanal,15,29.6,60.1,6.19,0.18,88.0,Médio
2016,6,2016-06-01,Centro-Oeste,MT,Mata Atlântica,28,30.9,0.0,10.07,0.67,77.6,Médio
2016,6,2016-06-01,Centro-Oeste,MS,Caatinga,10,29.7,61.0,1.95,0.33,92.0,Médio
2016,6,2016-06-01,Sudeste,SP,Mata Atlântica,2,27.9,82.7,1.22,0.12,98.4,Baixo
2016,6,2016-06-01,Sudeste,RJ,Pampa,17,30.6,93.2,10.3,0.58,86.4,Médio
2016,6,2016-06-01,Sudeste,MG,Pantanal,53,27.7,39.7,27.59,0.72,57.6,Alto
2016,6,2016-06-01,Sudeste,ES,Pantanal,8,27.0,29.1,4.44,0.25,93.6,Baixo
2016,6,2016-06-01,Sul,PR,Caatinga,2,27.6,17.1,0.3,0.1,98.4,Baixo
2016,6,2016-06-01,Sul,SC,Cerrado,0,30.3,81.6,0.0,0.01,100.0,Baixo
2016,6,2016-06-01,Sul,RS,Amazônia,41,29.3,40.0,21.3,0.64,67.2,Alto
2016,7,2016-07-01,Norte,AM,Mata Atlântica,36,31.9,7.6,22.42,0.89,71.2,Alto
2016,7,2016-07-01,Norte,PA,Caatinga,39,29.2,8.9,10.25,0.86,68.8,Alto
2016,7,2016-07-01,Norte,RO,Amazônia,29,30.0,38.6,19.46,0.47,76.8,Médio
2016,7,2016-07-01,Norte,TO,Cerrado,47,31.7,34.5,9.1,0.78,62.4,Alto
2016,7,2016-07-01,Nordeste,BA,Pampa,28,31.5,24.9,5.0,0.72,77.6,Médio
2016,7,2016-07-01,Nordeste,PE,Pampa,35,30.6,70.0,9.83,0.91,72.0,Alto
2016,7,2016-07-01,Nordeste,CE,Amazônia,41,29.1,31.8,24.45,0.66,67.2,Alto
2016,7,2016-07-01,Nordeste,MA,Caatinga,33,32.2,0.0,21.79,0.71,73.6,Alto
2016,7,2016-07-01,Nordeste,PB,Pampa,23,30.2,0.0,14.4,0.86,81.6,Médio
2016,7,2016-07-01,Centro-Oeste,DF,Cerrado,33,24.0,57.2,9.57,0.45,73.6,Alto
2016,7,2016-07-01,Centro-Oeste,GO,Pantanal,67,30.0,0.0,31.13,1.0,46.4,Alto
2016,7,2016-07-01,Centro-Oeste,MT,Pampa,40,32.9,103.0,27.34,0.88,68.0,Alto
2016,7,2016-07-01,Centro-Oeste,MS,Caatinga,18,31.1,40.2,6.14,0.42,85.6,Médio
2016,7,2016-07-01,Sudeste,SP,Amazônia,50,33.6,72.5,6.57,0.66,60.0,Alto
2016,7,2016-07-01,Sudeste,RJ,Pantanal,73,27.8,14.9,27.33,0.85,41.6,Crítico
2016,7,2016-07-01,Sudeste,MG,Cerrado,42,32.6,0.0,23.78,0.87,66.4,Alto
2016,7,2016-07-01,Sudeste,ES,Amazônia,29,32.7,82.1,4.69,0.77,76.8,Médio
2016,7,2016-07-01,Sul,PR,Pampa,36,28.7,0.0,20.64,0.83,71.2,Alto
2016,7,2016-07-01,Sul,SC,Pantanal,22,30.0,81.5,3.87,0.35,82.4,Médio
2016,7,2016-07-01,Sul,RS,Mata Atlântica,19,34.2,66.6,4.95,0.53,84.8,Médio
2016,8,2016-08-01,Norte,AM,Caatinga,21,29.9,26.3,2.42,0.41,83.2,Médio
2016,8,2016-08-01,Norte,PA,Amazônia,44,31.8,41.6,9.41,0.65,64.8,Alto
2016,8,2016-08-01,Norte,RO,Pantanal,40,33.2,82.8,17.23,0.66,68.0,Alto
2016,8,2016-08-01,Norte,TO,Mata Atlântica,23,31.8,27.6,11.36,0.71,81.6,Médio
2016,8,2016-08-01,Nordeste,BA,Cerrado,42,28.4,40.8,20.34,0.67,66.4,Alto
2016,8,2016-08-01,Nordeste,PE,Mata Atlântica,34,33.4,14.5,15.53,0.91,72.8,Alto
2016,8,2016-08-01,Nordeste,CE,Amazônia,51,33.6,86.8,15.2,0.84,59.2,Alto
2016,8,2016-08-01,Nordeste,MA,Mata Atlântica,35,29.6,51.2,5.92,0.69,72.0,Alto
2016,8,2016-08-01,Nordeste,PB,Mata Atlântica,36,33.7,2.1,9.45,0.84,71.2,Alto
2016,8,2016-08-01,Centro-Oeste,DF,Cerrado,19,26.8,53.7,6.82,0.34,84.8,Médio
2016,8,2016-08-01,Centro-Oeste,GO,Cerrado,46,30.9,60.5,11.29,0.78,63.2,Alto
2016,8,2016-08-01,Centro-Oeste,MT,Caatinga,16,28.7,0.0,7.94,0.45,87.2,Médio
2016,8,2016-08-01,Centro-Oeste,MS,Pampa,29,31.3,23.2,7.33,0.6,76.8,Médio
2016,8,2016-08-01,Sudeste,SP,Caatinga,18,29.0,0.0,7.1,0.57,85.6,Médio
2016,8,2016-08-01,Sudeste,RJ,Cerrado,28,29.4,5.0,15.58,0.5,77.6,Médio
2016,8,2016-08-01,Sudeste,MG,Mata Atlântica,19,30.0,0.0,5.64,0.56,84.8,Médio
2016,8,2016-08-01,Sudeste,ES,Pampa,25,29.9,33.9,15.04,0.56,80.0,Médio
2016,8,2016-08-01,Sul,PR,Mata Atlântica,29,30.9,80.4,13.01,0.58,76.8,Médio
2016,8,2016-08-01,Sul,SC,Pampa,18,29.7,33.8,4.21,0.56,85.6,Médio
2016,8,2016-08-01,Sul,RS,Pampa,24,26.3,0.0,6.09,0.62,80.8,Médio
2016,9,2016-09-01,Norte,AM,Pantanal,11,30.3,91.6,6.54,0.15,91.2,Médio
2016,9,2016-09-01,Norte,PA,Pantanal,47,30.1,0.0,18.2,0.92,62.4,Alto
2016,9,2016-09-01,Norte,RO,Mata Atlântica,29,32.7,51.0,15.39,0.71,76.8,Médio
2016,9,2016-09-01,Norte,TO,Pampa,25,31.0,89.1,14.55,0.48,80.0,Médio
2016,9,2016-09-01,Nordeste,BA,Pampa,18,30.7,56.7,6.74,0.45,85.6,Médio
2016,9,2016-09-01,Nordeste,PE,Cerrado,40,29.0,35.8,22.93,0.6,68.0,Alto
2016,9,2016-09-01,Nordeste,CE,Pampa,30,31.5,79.8,14.94,1.0,76.0,Alto
2016,9,2016-09-01,Nordeste,MA,Mata Atlântica,31,32.7,30.5,18.4,0.84,75.2,Alto
2016,9,2016-09-01,Nordeste,PB,Cerrado,35,29.7,85.6,19.08,0.49,72.0,Alto
2016,9,2016-09-01,Centro-Oeste,DF,Pantanal,58,29.4,33.3,9.64,0.76,53.6,Alto
2016,9,2016-09-01,Centro-Oeste,GO,Pampa,23,29.9,74.3,3.58,0.57,81.6,Médio
2016,9,2016-09-01,Centro-Oeste,MT,Cerrado,39,30.3,25.2,17.56,0.59,68.8,Alto
2016,9,2016-09-01,Centro-Oeste,MS,Pampa,12,28.4,26.6,7.84,0.54,90.4,Médio
2016,9,2016-09-01,Sudeste,SP,Caatinga,23,27.6,28.3,6.36,0.58,81.6,Médio
2016,9,2016-09-01,Sudeste,RJ,Mata Atlântica,14,29.9,48.1,8.08,0.51,88.8,Médio
2016,9,2016-09-01,Sudeste,MG,Cerrado,45,31.8,6.8,5.92,0.79,64.0,Alto
2016,9,2016-09-01,Sudeste,ES,Pampa,24,29.7,43.8,11.76,0.69,80.8,Médio
2016,9,2016-09-01,Sul,PR,Cerrado,41,30.5,38.7,27.98,0.63,67.2,Alto
2016,9,2016-09-01,Sul,SC,Cerrado,62,35.9,34.2,27.77,0.97,50.4,Alto
2016,9,2016-09-01,Sul,RS,Caatinga,23,28.6,0.0,14.09,0.94,81.6,Médio
2016,10,2016-10-01,Norte,AM,Pantanal,41,33.2,51.7,23.85,0.69,67.2,Alto
2016,10,2016-10-01,Norte,PA,Caatinga,21,30.4,46.1,3.12,0.63,83.2,Médio
2016,10,2016-10-01,Norte,RO,Mata Atlântica,20,30.8,34.0,9.33,0.63,84.0,Médio
2016,10,2016-10-01,Norte,TO,Caatinga,35,28.9,30.5,22.81,0.82,72.0,Alto
2016,10,2016-10-01,Nordeste,BA,Cerrado,55,32.5,21.2,14.3,0.69,56.0,Alto
2016,10,2016-10-01,Nordeste,PE,Caatinga,18,32.1,63.8,5.64,0.48,85.6,Médio
2016,10,2016-10-01,Nordeste,CE,Pampa,7,31.2,20.8,1.62,0.41,94.4,Baixo
2016,10,2016-10-01,Nordeste,MA,Cerrado,38,30.9,0.0,24.75,0.74,69.6,Alto
2016,10,2016-10-01,Nordeste,PB,Pantanal,15,26.8,48.3,9.9,0.26,88.0,Médio
2016,10,2016-10-01,Centro-Oeste,DF,Cerrado,51,34.6,0.0,13.32,0.85,59.2,Alto
2016,10,2016-10-01,Centro-Oeste,GO,Amazônia,34,30.2,50.6,7.08,0.66,72.8,Alto
2016,10,2016-10-01,Centro-Oeste,MT,Mata Atlântica,19,28.4,19.1,10.79,0.69,84.8,Médio
2016,10,2016-10-01,Centro-Oeste,MS,Cerrado,37,28.7,32.6,11.0,0.62,70.4,Alto
2016,10,2016-10-01,Sudeste,SP,Mata Atlântica,22,28.1,55.3,10.56,0.58,82.4,Médio
2016,10,2016-10-01,Sudeste,RJ,Mata Atlântica,16,24.8,21.5,7.19,0.34,87.2,Médio
2016,10,2016-10-01,Sudeste,MG,Pantanal,45,32.8,25.2,9.53,0.73,64.0,Alto
2016,10,2016-10-01,Sudeste,ES,Pantanal,30,31.2,127.5,10.63,0.45,76.0,Alto
2016,10,2016-10-01,Sul,PR,Caatinga,15,30.9,75.7,4.72,0.44,88.0,Médio
2016,10,2016-10-01,Sul,SC,Amazônia,62,29.5,46.4,23.55,0.89,50.4,Alto
2016,10,2016-10-01,Sul,RS,Pantanal,53,32.5,0.0,31.48,0.86,57.6,Alto
2016,11,2016-11-01,Norte,AM,Cerrado,18,29.4,115.0,9.74,0.34,85.6,Médio
2016,11,2016-11-01,Norte,PA,Amazônia,43,30.3,111.4,5.43,0.52,65.6,Alto
2016,11,2016-11-01,Norte,RO,Mata Atlântica,17,30.1,12.6,7.84,0.63,86.4,Médio
2016,11,2016-11-01,Norte,TO,Mata Atlântica,10,29.0,45.6,4.23,0.35,92.0,Médio
2016,11,2016-11-01,Nordeste,BA,Pantanal,8,28.8,76.1,5.39,0.16,93.6,Baixo
2016,11,2016-11-01,Nordeste,PE,Mata Atlântica,3,24.6,67.2,2.09,0.06,97.6,Baixo
2016,11,2016-11-01,Nordeste,CE,Pampa,13,28.1,62.5,3.14,0.56,89.6,Médio
2016,11,2016-11-01,Nordeste,MA,Amazônia,48,30.5,41.6,32.98,0.64,61.6,Alto
2016,11,2016-11-01,Nordeste,PB,Amazônia,22,26.1,30.3,11.06,0.48,82.4,Médio
2016,11,2016-11-01,Centro-Oeste,DF,Pantanal,12,28.0,57.7,2.58,0.27,90.4,Médio
2016,11,2016-11-01,Centro-Oeste,GO,Amazônia,3,28.7,103.3,1.71,0.08,97.6,Baixo
2016,11,2016-11-01,Centro-Oeste,MT,Pantanal,11,25.8,76.0,6.13,0.17,91.2,Médio
2016,11,2016-11-01,Centro-Oeste,MS,Pantanal,14,27.6,141.4,6.99,0.19,88.8,Médio
2016,11,2016-11-01,Sudeste,SP,Amazônia,28,25.4,65.4,10.43,0.43,77.6,Médio
2016,11,2016-11-01,Sudeste,RJ,Amazônia,17,26.2,102.5,8.84,0.19,86.4,Médio
2016,11,2016-11-01,Sudeste,MG,Pampa,15,31.9,19.6,4.55,0.56,88.0,Médio
2016,11,2016-11-01,Sudeste,ES,Caatinga,3,29.5,47.4,1.34,0.04,97.6,Baixo
2016,11,2016-11-01,Sul,PR,Caatinga,8,26.3,91.1,1.67,0.28,93.6,Baixo
2016,11,2016-11-01,Sul,SC,Cerrado,30,31.2,69.0,16.89,0.41,76.0,Alto
2016,11,2016-11-01,Sul,RS,Cerrado,44,27.7,0.0,20.38,0.6,64.8,Alto
2016,12,2016-12-01,Norte,AM,Caatinga,13,28.9,48.0,7.47,0.4,89.6,Médio
2016,12,2016-12-01,Norte,PA,Mata Atlântica,25,31.5,67.3,13.69,0.6,80.0,Médio
2016,12,2016-12-01,Norte,RO,Pantanal,22,27.0,63.9,8.2,0.26,82.4,Médio
2016,12,2016-12-01,Norte,TO,Amazônia,10,27.9,82.0,1.94,0.21,92.0,Médio
2016,12,2016-12-01,Nordeste,BA,Pampa,16,30.4,62.8,8.87,0.48,87.2,Médio
2016,12,2016-12-01,Nordeste,PE,Mata Atlântica,18,30.1,0.0,6.61,0.42,85.6,Médio
2016,12,2016-12-01,Nordeste,CE,Pampa,8,29.4,88.5,4.02,0.32,93.6,Baixo
2016,12,2016-12-01,Nordeste,MA,Amazônia,42,27.9,53.9,28.29,0.58,66.4,Alto
2016,12,2016-12-01,Nordeste,PB,Mata Atlântica,17,30.2,118.7,8.25,0.36,86.4,Médio
2016,12,2016-12-01,Centro-Oeste,DF,Pantanal,17,29.4,100.6,9.67,0.23,86.4,Médio
2016,12,2016-12-01,Centro-Oeste,GO,Cerrado,19,25.4,61.6,9.82,0.21,84.8,Médio
2016,12,2016-12-01,Centro-Oeste,MT,Amazônia,21,28.9,48.2,12.77,0.41,83.2,Médio
2016,12,2016-12-01,Centro-Oeste,MS,Pampa,4,29.1,46.2,1.94,0.23,96.8,Baixo
2016,12,2016-12-01,Sudeste,SP,Pantanal,35,31.1,0.0,13.24,0.67,72.0,Alto
2016,12,2016-12-01,Sudeste,RJ,Amazônia,0,29.9,55.4,0.0,0.0,100.0,Baixo
2016,12,2016-12-01,Sudeste,MG,Caatinga,5,32.1,3.2,2.72,0.28,96.0,Baixo
2016,12,2016-12-01,Sudeste,ES,Mata Atlântica,7,28.2,112.8,2.69,0.12,94.4,Baixo
2016,12,2016-12-01,Sul,PR,Cerrado,18,30.2,106.0,4.99,0.37,85.6,Médio
2016,12,2016-12-01,Sul,SC,Cerrado,11,30.9,97.1,7.53,0.2,91.2,Médio
2016,12,2016-12-01,Sul,RS,Pantanal,7,26.7,130.4,4.19,0.07,94.4,Baixo
2017,1,2017-01-01,Norte,AM,Cerrado,2,30.6,137.1,0.2,0.05,98.4,Baixo
2017,1,2017-01-01,Norte,PA,Pantanal,18,27.9,61.7,12.11,0.34,85.6,Médio
2017,1,2017-01-01,Norte,RO,Caatinga,2,30.3,75.7,0.75,0.04,98.4,Baixo
2017,1,2017-01-01,Norte,TO,Amazônia,21,26.1,24.9,7.4,0.28,83.2,Médio
2017,1,2017-01-01,Nordeste,BA,Caatinga,0,28.5,79.9,0.0,0.0,100.0,Baixo
2017,1,2017-01-01,Nordeste,PE,Caatinga,15,29.0,75.7,3.89,0.38,88.0,Médio
2017,1,2017-01-01,Nordeste,CE,Cerrado,26,28.8,20.0,8.98,0.41,79.2,Médio
2017,1,2017-01-01,Nordeste,MA,Amazônia,14,26.8,52.3,3.71,0.24,88.8,Médio
2017,1,2017-01-01,Nordeste,PB,Pampa,4,26.2,135.4,0.45,0.03,96.8,Baixo
2017,1,2017-01-01,Centro-Oeste,DF,Amazônia,25,30.9,34.6,3.35,0.4,80.0,Médio
2017,1,2017-01-01,Centro-Oeste,GO,Pampa,11,32.2,132.0,6.57,0.2,91.2,Médio
2017,1,2017-01-01,Centro-Oeste,MT,Pampa,12,29.4,33.8,3.99,0.42,90.4,Médio
2017,1,2017-01-01,Centro-Oeste,MS,Pampa,22,28.7,48.1,12.86,0.54,82.4,Médio
2017,1,2017-01-01,Sudeste,SP,Amazônia,33,32.9,80.7,15.59,0.56,73.6,Alto
2017,1,2017-01-01,Sudeste,RJ,Amazônia,5,28.4,27.2,1.57,0.12,96.0,Baixo
2017,1,2017-01-01,Sudeste,MG,Amazônia,0,25.6,80.3,0.0,0.0,100.0,Baixo
2017,1,2017-01-01,Sudeste,ES,Mata Atlântica,23,31.8,102.6,5.22,0.49,81.6,Médio
2017,1,2017-01-01,Sul,PR,Mata Atlântica,8,30.3,52.6,3.53,0.34,93.6,Baixo
2017,1,2017-01-01,Sul,SC,Cerrado,10,27.1,94.4,1.22,0.26,92.0,Médio
2017,1,2017-01-01,Sul,RS,Pampa,14,31.8,77.5,2.06,0.38,88.8,Médio
2017,2,2017-02-01,Norte,AM,Cerrado,32,35.8,72.3,4.07,0.36,74.4,Alto
2017,2,2017-02-01,Norte,PA,Amazônia,34,27.8,16.2,20.86,0.51,72.8,Alto
2017,2,2017-02-01,Norte,RO,Cerrado,5,29.8,125.0,0.71,0.13,96.0,Baixo
2017,2,2017-02-01,Norte,TO,Amazônia,41,28.9,3.5,14.73,0.52,67.2,Alto
2017,2,2017-02-01,Nordeste,BA,Amazônia,29,26.7,76.1,10.04,0.32,76.8,Médio
2017,2,2017-02-01,Nordeste,PE,Pampa,17,29.6,79.3,4.1,0.55,86.4,Médio
2017,2,2017-02-01,Nordeste,CE,Cerrado,7,30.5,28.3,1.3,0.17,94.4,Baixo
2017,2,2017-02-01,Nordeste,MA,Caatinga,18,31.8,5.1,12.4,0.53,85.6,Médio
2017,2,2017-02-01,Nordeste,PB,Amazônia,31,29.1,0.0,8.48,0.61,75.2,Alto
2017,2,2017-02-01,Centro-Oeste,DF,Mata Atlântica,28,30.1,70.6,16.71,0.63,77.6,Médio
2017,2,2017-02-01,Centro-Oeste,GO,Pantanal,15,28.8,108.6,8.94,0.28,88.0,Médio
2017,2,2017-02-01,Centro-Oeste,MT,Pampa,22,30.4,102.0,13.36,0.57,82.4,Médio
2017,2,2017-02-01,Centro-Oeste,MS,Amazônia,32,28.1,81.9,12.75,0.36,74.4,Alto
2017,2,2017-02-01,Sudeste,SP,Pampa,0,26.8,132.5,0.0,0.0,100.0,Baixo
2017,2,2017-02-01,Sudeste,RJ,Mata Atlântica,5,31.8,40.7,2.59,0.14,96.0,Baixo
2017,2,2017-02-01,Sudeste,MG,Amazônia,11,28.5,87.9,4.05,0.18,91.2,Médio
2017,2,2017-02-01,Sudeste,ES,Amazônia,24,26.6,14.6,10.4,0.34,80.8,Médio
2017,2,2017-02-01,Sul,PR,Pantanal,2,28.5,83.5,0.26,0.05,98.4,Baixo
2017,2,2017-02-01,Sul,SC,Pantanal,22,28.5,82.1,4.97,0.27,82.4,Médio
